etid,startdate,enddate,status
2918,01-12-2009,10/22/2012,0
2868,01/30/2009,"Status is 0. No changes in GEM unknown history",0
2938,01/31/2009,"Status is 0. No changes in GEM unknown history",0
2869,02/1/2009,"Status is 0. No changes in GEM unknown history",0
2894,02/2/2009,"Status is 0. No changes in GEM unknown history",0
2956,02/2/2009,"Status is 0. No changes in GEM unknown history",0
2968,01-12-2009,04/23/2014,0
2805,02/2/2009,"Status is 0. No changes in GEM unknown history",0
2916,02/2/2009,"Status is 0. No changes in GEM unknown history",0
2892,01-12-2009,11/26/2014,0
2947,02/2/2009,"Status is 0. No changes in GEM unknown history",0
2990,01-12-2009,02/25/2014,0
2915,02/3/2009,"Status is 0. No changes in GEM unknown history",0
2952,02/3/2009,"Status is 0. No changes in GEM unknown history",0
2571,02/3/2009,"Status is 0. No changes in GEM unknown history",0
2962,02/3/2009,"Status is 0. No changes in GEM unknown history",0
2925,02/3/2009,"Status is 0. No changes in GEM unknown history",0
2858,01-12-2009,06/23/2015,0
2921,02/3/2009,"Status is 0. No changes in GEM unknown history",0
3014,02/3/2009,"Status is 0. No changes in GEM unknown history",0
2958,02/3/2009,"Status is 0. No changes in GEM unknown history",0
3004,02/3/2009,"Status is 0. No changes in GEM unknown history",0
2948,02/4/2009,"Status is 0. No changes in GEM unknown history",0
2949,02/4/2009,"Status is 0. No changes in GEM unknown history",0
3015,01-12-2009,04/2/2012,0
3043,02-4-2009,04/7/2014,0
2961,02/4/2009,"Status is 0. No changes in GEM unknown history",0
3000,02/4/2009,"Status is 0. No changes in GEM unknown history",0
2085,02/4/2009,"Status is 0. No changes in GEM unknown history",0
3012,02/4/2009,"Status is 0. No changes in GEM unknown history",0
2963,02/4/2009,"Status is 0. No changes in GEM unknown history",0
3027,02-4-2009,05/18/2015,0
2876,02/4/2009,"Status is 0. No changes in GEM unknown history",0
2953,02/5/2009,"Status is 0. No changes in GEM unknown history",0
2991,02/5/2009,"Status is 0. No changes in GEM unknown history",0
3089,02-4-2009,08/20/2015,0
3150,02-4-2009,08/20/2015,0
3028,02/5/2009,"Status is 0. No changes in GEM unknown history",0
3113,02-4-2009,08/20/2015,0
3067,02/5/2009,"Status is 0. No changes in GEM unknown history",0
3123,02/5/2009,"Status is 0. No changes in GEM unknown history",0
3126,02/5/2009,"Status is 0. No changes in GEM unknown history",0
2878,02/5/2009,"Status is 0. No changes in GEM unknown history",0
2983,02/5/2009,"Status is 0. No changes in GEM unknown history",0
3153,02/5/2009,"Status is 0. No changes in GEM unknown history",0
3144,02/5/2009,"Status is 0. No changes in GEM unknown history",0
3128,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3284,02-4-2009,07/22/2015,0
3041,02-4-2009,10/5/2011,0
3103,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3061,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3064,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3087,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3141,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3052,02-4-2009,02/14/2012,0
3007,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3155,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3241,02/6/2009,"Status is 0. No changes in GEM unknown history",0
2289,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3021,02-4-2009,08/20/2015,0
3026,02/6/2009,"Status is 0. No changes in GEM unknown history",0
3403,02/7/2009,"Status is 0. No changes in GEM unknown history",0
3282,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3283,02-8-2009,07/18/2012,
3283,02-8-2009,09/3/2014,0
3254,02/8/2009,"Status is 0. No changes in GEM unknown history",0
2498,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3054,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3260,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3359,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3065,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3088,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3215,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3160,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3170,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3172,02/8/2009,"Status is 0. No changes in GEM unknown history",0
3174,02-8-2009,10/22/2014,0
3341,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3416,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3373,02-8-2009,04/12/2012,0
3301,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3281,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3201,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3232,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3119,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3237,02-8-2009,07/17/2012,0
3285,02-8-2009,04/11/2012,0
3050,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3382,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3071,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3183,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3286,02-8-2009,07/30/2012,0
3203,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3152,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3421,02-8-2009,06/22/2012,0
3138,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3022,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3202,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3451,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3125,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3360,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3127,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3130,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3372,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3252,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3271,02/9/2009,"Status is 0. No changes in GEM unknown history",0
3340,02-8-2009,02/2/2015,0
3419,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3292,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3289,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3311,02-8-2009,06/19/2015,0
3569,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3399,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3140,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3344,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3304,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3492,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3108,02-8-2009,02/5/2015,0
3101,02-8-2009,03/16/2012,0
3182,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3522,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3567,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3515,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3261,02/10/2009,"Status is 0. No changes in GEM unknown history",0
3586,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3239,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3246,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3559,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3461,02-8-2009,11/1/2011,0
3521,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3468,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3443,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3469,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3442,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3368,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3296,02-8-2009,03/28/2012,0
3209,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3520,02-8-2009,06/22/2012,0
3562,02-8-2009,08/20/2015,0
3229,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3195,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3490,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3186,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3227,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3147,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3491,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3347,02-8-2009,03/20/2012,0
3497,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3554,02/11/2009,"Status is 0. No changes in GEM unknown history",0
3694,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3700,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3458,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3046,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3670,02-8-2009,03/20/2012,0
3710,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3397,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3561,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3176,02-8-2009,03/29/2012,0
3504,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3630,02-8-2009,03/20/2012,0
3374,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3777,02/12/2009,"Status is 0. No changes in GEM unknown history",0
3785,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3607,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3212,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3718,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3614,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3689,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3510,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3257,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3596,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3756,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3456,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3804,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3501,02-8-2009,03/16/2012,0
3606,02-8-2009,11/23/2011,0
3457,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3448,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3453,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3775,02-8-2009,06/3/2013,0
3621,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3724,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3476,02/13/2009,"Status is 0. No changes in GEM unknown history",0
3837,02/14/2009,"Status is 0. No changes in GEM unknown history",0
3716,02/14/2009,"Status is 0. No changes in GEM unknown history",0
3879,02/14/2009,"Status is 0. No changes in GEM unknown history",0
3691,02/14/2009,"Status is 0. No changes in GEM unknown history",0
3776,02/14/2009,"Status is 0. No changes in GEM unknown history",0
3779,02/14/2009,"Status is 0. No changes in GEM unknown history",0
3708,02/14/2009,"Status is 0. No changes in GEM unknown history",0
3766,02-8-2009,02/5/2015,0
3401,02/15/2009,"Status is 0. No changes in GEM unknown history",0
3721,02-8-2009,08/22/2011,0
3744,02/15/2009,"Status is 0. No changes in GEM unknown history",0
3764,02/15/2009,"Status is 0. No changes in GEM unknown history",0
3417,02/16/2009,"Status is 0. No changes in GEM unknown history",0
3645,02/16/2009,"Status is 0. No changes in GEM unknown history",0
3848,02/16/2009,"Status is 0. No changes in GEM unknown history",0
3723,02-16-2009,08/20/2015,0
3563,02/16/2009,"Status is 0. No changes in GEM unknown history",0
3748,02-16-2009,11/8/2011,0
3615,02/16/2009,"Status is 0. No changes in GEM unknown history",0
3488,02/16/2009,"Status is 0. No changes in GEM unknown history",0
3788,02-16-2009,10/6/2014,0
3765,02-16-2009,07/18/2012,0
3917,02-16-2009,05/25/2012,0
3587,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3926,02-16-2009,06/2/2015,0
3808,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3413,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3506,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3747,02-16-2009,02/3/2015,0
3591,02-16-2009,09/4/2015,0
3424,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3553,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3544,02-16-2009,06/6/2011,0
3707,02-16-2009,11/20/2014,0
2861,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3597,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3598,02-16-2009,03/29/2012,0
3703,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3620,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3713,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3602,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3909,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3574,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3643,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3682,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3668,02/17/2009,"Status is 0. No changes in GEM unknown history",0
3454,02-16-2009,01/19/2011,0
3726,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3163,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3821,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3815,02-16-2009,06/22/2012,0
3711,02/18/2009,"Status is 0. No changes in GEM unknown history",0
4024,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3952,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3936,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3901,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3886,02/18/2009,"Status is 0. No changes in GEM unknown history",0
4052,02-16-2009,06/22/2012,0
3263,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3640,02-16-2009,08/20/2015,0
3813,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3934,02-16-2009,02/16/2012,0
3616,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3902,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3733,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3971,02/18/2009,"Status is 0. No changes in GEM unknown history",0
4106,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3873,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3145,02-16-2009,08/20/2015,0
3659,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3847,02/18/2009,"Status is 0. No changes in GEM unknown history",0
3852,02/18/2009,"Status is 0. No changes in GEM unknown history",0
4114,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3849,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3725,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3954,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3914,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3820,02/19/2009,"Status is 0. No changes in GEM unknown history",0
4004,02-16-2009,09/27/2011,0
3334,02-16-2009,08/20/2015,0
3961,02/19/2009,"Status is 0. No changes in GEM unknown history",0
4007,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3988,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3993,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3923,02/19/2009,"Status is 0. No changes in GEM unknown history",0
3937,02/19/2009,"Status is 0. No changes in GEM unknown history",0
4006,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4136,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4067,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4063,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4018,02/20/2009,"Status is 0. No changes in GEM unknown history",0
3980,02/20/2009,"Status is 0. No changes in GEM unknown history",0
3998,02/20/2009,"Status is 0. No changes in GEM unknown history",0
3959,02/20/2009,"Status is 0. No changes in GEM unknown history",0
3977,02/20/2009,"Status is 0. No changes in GEM unknown history",0
3895,02-20-2009,10/2/2013,0
3893,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4000,02-20-2009,12/20/2011,0
4027,02-20-2009,06/11/2013,0
3887,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4036,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4126,02-20-2009,02/21/2012,0
4110,02/20/2009,"Status is 0. No changes in GEM unknown history",0
4120,02-20-2009,09/13/2011,0
3589,02-20-2009,11/29/2011,0
4009,02/20/2009,"Status is 0. No changes in GEM unknown history",0
3577,02/20/2009,"Status is 0. No changes in GEM unknown history",0
